r,m,c,b,f,dm,dc,db,df
1.216389631551196999e+03,2.157428793874844632e-03,3.024864250417858003e-01,6.575685541196997219e-01,8.142042639594350151e-01,5.446723238578882881e-03,-1.009090673514050768e-03,-1.139122139944975538e-03,-9.242042581431102709e-04
1.216395761880344708e+03,2.191078371227321835e-03,3.024801852073122355e-01,6.575615077277344733e-01,8.141985470984824946e-01,5.531560570642580534e-03,-1.026685530278494563e-03,-1.159802511131953744e-03,-9.409532149576144405e-04
1.216401892209492189e+03,2.225252061347747674e-03,3.024738365786078242e-01,6.575543334102126325e-01,8.141927266345724279e-01,5.617715525112932859e-03,-1.044585001072591670e-03,-1.180858170186328262e-03,-9.580049737531274321e-04
1.216408022538639898e+03,2.259957995585813815e-03,3.024673772744731481e-01,6.575470288485055770e-01,8.141868006970159888e-01,5.705208421506528273e-03,-1.062794296828518730e-03,-1.202295904772493181e-03,-9.753649722436789514e-04
1.216414152867787379e+03,2.295204447474561218e-03,3.024608053772135374e-01,6.575395916764152915e-01,8.141807673770201648e-01,5.794059930079886213e-03,-1.081318727801997654e-03,-1.224122641040372274e-03,-9.930387576692933146e-04
1.216420283196935088e+03,2.330999804846619304e-03,3.024541189397468299e-01,6.575320194893907733e-01,8.141746247350780674e-01,5.884291002911795632e-03,-1.100163684182249840e-03,-1.246345416763922249e-03,-1.011031965516753046e-03
1.216426413526082570e+03,2.367352589891839020e-03,3.024473159804019762e-01,6.575243098376961637e-01,8.141683707955055249e-01,5.975922923257096474e-03,-1.119334650204214512e-03,-1.268971401209301707e-03,-1.029350335187826336e-03
1.216432543855230278e+03,2.404271461607573705e-03,3.024403944822227075e-01,6.575164602254360835e-01,8.141620035456699211e-01,6.068977311392003034e-03,-1.138837205976477810e-03,-1.292007897924098972e-03,-1.047999712159064121e-03
1.216438674184377760e+03,2.441765198309818908e-03,3.024333523974386817e-01,6.575084681163665401e-01,8.141555209406474702e-01,6.163476081437036132e-03,-1.158677015299369945e-03,-1.315462327819635468e-03,-1.066986034582859165e-03
1.216444804513525469e+03,2.479842731653088272e-03,3.024261876386137859e-01,6.575003309222362535e-01,8.141489208939048927e-01,6.259441524947004405e-03,-1.178859849642679329e-03,-1.339342263037316631e-03,-1.086315359979272760e-03
1.216450934842672950e+03,2.518513116554628364e-03,3.024188980863724563e-01,6.574920460128643729e-01,8.141422012853706258e-01,6.356896236724176620e-03,-1.199391567118654727e-03,-1.363655397609191740e-03,-1.105993842037828563e-03
1.216457065171820659e+03,2.557785552820852383e-03,3.024114815837485870e-01,6.574836107086726722e-01,8.141353599554689291e-01,6.455863167904082184e-03,-1.220278127772259991e-03,-1.388409569148922823e-03,-1.126027747686438084e-03
1.216463195500968141e+03,2.597669387783641936e-03,3.024039359354304679e-01,6.574750222796208465e-01,8.141283947042808888e-01,6.556365632210826855e-03,-1.241525595551570783e-03,-1.413612761888904902e-03,-1.146423459435217881e-03
1.216469325830115849e+03,2.638174097437653506e-03,3.023962589126211187e-01,6.574662779515593192e-01,8.141213032966303498e-01,6.658427259486133717e-03,-1.263140125099742467e-03,-1.439273088203928781e-03,-1.167187460771060715e-03
1.216475456159263331e+03,2.679309323118022734e-03,3.023884482434211485e-01,6.574573748934865458e-01,8.141140834519116076e-01,6.762072085581005872e-03,-1.285127987728216332e-03,-1.465398825579258086e-03,-1.188326365230348968e-03
1.216481586488411040e+03,2.721084839065349235e-03,3.023805016212268715e-01,6.574483102285660907e-01,8.141067328529024705e-01,6.867324472524117228e-03,-1.307495548623431722e-03,-1.491998384571302776e-03,-1.209846891116659294e-03
1.216487716817558521e+03,2.763510575739183597e-03,3.023724166985907180e-01,6.574390810259644891e-01,8.140992491392526897e-01,6.974209165598215139e-03,-1.330249283405851232e-03,-1.519080332482684523e-03,-1.231755880088572074e-03
1.216493847146706230e+03,2.806596622653390397e-03,3.023641910864037219e-01,6.574296842996887325e-01,8.140916299065703576e-01,7.082751300028023236e-03,-1.353395780252147256e-03,-1.546653396667541742e-03,-1.254060299701541129e-03
1.216499977475853711e+03,2.850353208034978048e-03,3.023558223591776284e-01,6.574201170155316021e-01,8.140838727119752427e-01,7.192976350981841044e-03,-1.376941725580222223e-03,-1.574726444357349127e-03,-1.276767227492501882e-03
1.216506107805001420e+03,2.894790738359450354e-03,3.023473080445988614e-01,6.574103760771451421e-01,8.140759750629958935e-01,7.304910230198057193e-03,-1.400893932170795475e-03,-1.603308523004163318e-03,-1.299883882633600263e-03
1.216512238134148902e+03,2.939919763377506646e-03,3.023386456326541682e-01,6.574004583380832489e-01,8.140679344271916085e-01,7.418579200111265898e-03,-1.425259314469622335e-03,-1.632408825300753425e-03,-1.323417598387916384e-03
1.216518368463296611e+03,2.985751001241967930e-03,3.023298325689631749e-01,6.573903605928819172e-01,8.140597482250480077e-01,7.534009935191489718e-03,-1.450044906511854890e-03,-1.662036715014312280e-03,-1.347375842343191774e-03
1.216524498792444092e+03,3.032295341555891598e-03,3.023208662538924285e-01,6.573800795757906990e-01,8.140514138289799417e-01,7.651229529087205314e-03,-1.475257864205421201e-03,-1.692201730581459427e-03,-1.371766219166397661e-03
1.216530629121591573e+03,3.079563823441010696e-03,3.023117440482954721e-01,6.573696119683649641e-01,8.140429285693957517e-01,7.770265440852820553e-03,-1.500905449823104624e-03,-1.722913563085427639e-03,-1.396596453267069226e-03
1.216536759450739282e+03,3.127567678144066443e-03,3.023024632621691410e-01,6.573589543842461858e-01,8.140342897225807395e-01,7.891145598765103922e-03,-1.526995062434569192e-03,-1.754182100270048304e-03,-1.421874423246506473e-03
1.216542889779886764e+03,3.176318291333718024e-03,3.022930211645672993e-01,6.573481033823265207e-01,8.140254945212020976e-01,8.013898307987495084e-03,-1.553534211157021200e-03,-1.786017388358700220e-03,-1.447608131900584823e-03
1.216549020109034473e+03,3.225827230175815161e-03,3.022834149763622968e-01,6.573370554570003854e-01,8.140165401465552231e-01,8.138552316457851529e-03,-1.580530534547211962e-03,-1.818429660235128600e-03,-1.473805728235139849e-03
1.216555150438181954e+03,3.276106246608652319e-03,3.022736418692859028e-01,6.573258070367818950e-01,8.140074237274809166e-01,8.265136822508813846e-03,-1.607991803055602723e-03,-1.851429339351025717e-03,-1.500475510448993650e-03
1.216561280767329663e+03,3.327167253701322335e-03,3.022636989721643186e-01,6.573143544926023374e-01,8.139981423469824229e-01,8.393681417061071501e-03,-1.635925902233910725e-03,-1.885027015691521923e-03,-1.527625907055966915e-03
1.216567411096477144e+03,3.379022371558663366e-03,3.022535833586041942e-01,6.573026941211808083e-01,8.139886930290083367e-01,8.524216195106472035e-03,-1.664340865649232681e-03,-1.919233493778534127e-03,-1.555265514359696231e-03
1.216573541425624853e+03,3.431683886683684417e-03,3.022432920577595716e-01,6.572908221594112588e-01,8.139790727499172096e-01,8.656771656468770573e-03,-1.693244845926736211e-03,-1.954059751007059236e-03,-1.583403063797786002e-03
1.216579671754772335e+03,3.485164281144975153e-03,3.022328220464750581e-01,6.572787347737140129e-01,8.139692784300193162e-01,8.791378776538615394e-03,-1.722646135717426433e-03,-1.989516968375936064e-03,-1.612047445885080943e-03
1.216585802083920044e+03,3.539476236094290552e-03,3.022221702482491557e-01,6.572664280585251984e-01,8.139593069323989294e-01,8.928069014393070352e-03,-1.752553170332879322e-03,-2.025616534732608935e-03,-1.641207713440387059e-03
1.216591932413067525e+03,3.594632606286814972e-03,3.022113335400040124e-01,6.572538980453658253e-01,8.139491550701355438e-01,9.066874250680876171e-03,-1.782974509570889928e-03,-2.062370020550397323e-03,-1.670893061039158221e-03
1.216598062742215234e+03,3.650646469527362749e-03,3.022003087387237774e-01,6.572411406846757620e-01,8.139388195918888513e-01,9.207826907270136307e-03,-1.813918873292902486e-03,-2.099789230264615877e-03,-1.701112865759668883e-03
1.216604193071362715e+03,3.707531082879749959e-03,3.021890926131433064e-01,6.572281518615340490e-01,8.139282971944062917e-01,9.350959840641603904e-03,-1.845395110092892810e-03,-2.137886156822082530e-03,-1.731876651648108553e-03
1.216610323400510424e+03,3.765299914079458122e-03,3.021776818752242022e-01,6.572149273840265371e-01,8.139175845133017617e-01,9.496306417782115691e-03,-1.877412219954870684e-03,-2.176673015180454612e-03,-1.763194115745018650e-03
1.216616453729657906e+03,3.823966645309391250e-03,3.021660731790341003e-01,6.572014629816016473e-01,8.139066781217727531e-01,9.643900524824021436e-03,-1.909979357077771014e-03,-2.216162246915768033e-03,-1.795075131572863207e-03
1.216622584058805614e+03,3.883545145745466876e-03,3.021542631280964009e-01,6.571877543149767797e-01,8.138955745384804930e-01,9.793776500335442045e-03,-1.943105810216258760e-03,-2.256366491621103736e-03,-1.827529726781301203e-03
1.216628714387953096e+03,3.944049524802290853e-03,3.021422482608937532e-01,6.571737969562981840e-01,8.138842702118315175e-01,9.945969263650152742e-03,-1.976801041111993402e-03,-2.297298643944973000e-03,-1.860568127426845061e-03
1.216634844717100805e+03,4.005494084956305080e-03,3.021300250635571283e-01,6.571595864063163317e-01,8.138727615336218690e-01,1.010051420040771787e-02,-2.011074650613310470e-03,-2.338971804025802986e-03,-1.894200719323187784e-03
1.216640975046248286e+03,4.067893355566561814e-03,3.021175899606193260e-01,6.571451180816821891e-01,8.138610448289838040e-01,1.025744724392839424e-02,-2.045936403142124653e-03,-2.381399313994966935e-03,-1.928438076316573270e-03
1.216647105375395995e+03,4.131262096925157265e-03,3.021049393138042216e-01,6.571303873131540962e-01,8.138491163549922414e-01,1.041680488439157906e-02,-2.081396229718503448e-03,-2.424594762973824279e-03,-1.963290964051121832e-03
1.216653235704543476e+03,4.195615270682492674e-03,3.020920694300038289e-01,6.571153893564213311e-01,8.138369723092593322e-01,1.057862409723107217e-02,-2.117464206707721144e-03,-2.468571955888684312e-03,-1.998770315659395731e-03
1.216659366033691185e+03,4.260968097166833134e-03,3.020789765455574316e-01,6.571001193704381071e-01,8.138246088128009426e-01,1.074294248068280444e-02,-2.154150597305147692e-03,-2.513344975608031249e-03,-2.034887279854743526e-03
1.216665496362838667e+03,4.327336004572856186e-03,3.020656568400202358e-01,6.570845724361858986e-01,8.138120219249169729e-01,1.090979813296537836e-02,-2.191465814921746916e-03,-2.558928128908636614e-03,-2.071653178914728208e-03
1.216671626691986376e+03,4.394734665363459608e-03,3.020521064261380006e-01,6.570687435428017587e-01,8.137992076322344559e-01,1.107922973946982512e-02,-2.229420449585570348e-03,-2.605335986234379609e-03,-2.109079539381507155e-03
1.216677757021133857e+03,4.463180000611862742e-03,3.020383213485400842e-01,6.570526275856242160e-01,8.137861618471942116e-01,1.125127658249368626e-02,-2.268025271175087496e-03,-2.652583387110566716e-03,-2.147178096122477186e-03
1.216683887350281566e+03,4.532688148151620307e-03,3.020242975923941309e-01,6.570362193780178162e-01,8.137728804174214625e-01,1.142597846442948949e-02,-2.307291206457898897e-03,-2.700685406154728317e-03,-2.185960765908961934e-03
1.216690017679429047e+03,4.603275524261011761e-03,3.020100310663638155e-01,6.570195136277171555e-01,8.137593591070581001e-01,1.160337585508097562e-02,-2.347229383837710903e-03,-2.749657420737331229e-03,-2.225439699617037109e-03
1.216696148008576756e+03,4.674958768952865683e-03,3.019955176175445066e-01,6.570025049573180453e-01,8.137455936129837086e-01,1.178350975995851903e-02,-2.387851093811229914e-03,-2.799515052099795648e-03,-2.265627236575707033e-03
1.216702278337724238e+03,4.747754785140643335e-03,3.019807530205971813e-01,6.569851878891361796e-01,8.137315795528795581e-01,1.196642181362560231e-02,-2.429167817434674942e-03,-2.850274208638575897e-03,-2.306535937879019855e-03
1.216708408666871946e+03,4.821680743289731043e-03,3.019657329763388853e-01,6.569675568430782819e-01,8.137173124635853627e-01,1.215215429000211962e-02,-2.471191229774207659e-03,-2.901951091766069406e-03,-2.348178590759398675e-03
1.216714538996019428e+03,4.896754047127442264e-03,3.019504531211292253e-01,6.569496061495553318e-01,8.137027878113148871e-01,1.234075002002297215e-02,-2.513933175116176214e-03,-2.954562158880055366e-03,-2.390568179887155986e-03
1.216720669325167137e+03,4.972992400000337404e-03,3.019349090084039178e-01,6.569313300236621078e-01,8.136880009713201023e-01,1.253225254928564888e-02,-2.557405715192546686e-03,-3.008124197001733544e-03,-2.433717943993181539e-03
1.216726799654314618e+03,5.050413745984865151e-03,3.019190961248690575e-01,6.569127225875524001e-01,8.136729472455722645e-01,1.272670599691769037e-02,-2.601621086505817842e-03,-3.062654258638271981e-03,-2.477641326296255685e-03
1.216732929983462327e+03,5.129036312011393296e-03,3.019030098787306993e-01,6.568937778539142291e-01,8.136576218497609814e-01,1.292415515542778837e-02,-2.646591730995408523e-03,-3.118169708880228885e-03,-2.522352010623742178e-03
1.216739060312609809e+03,5.208878612842698583e-03,3.018866455981745189e-01,6.568744897236525881e-01,8.136420199115128593e-01,1.312464550158802187e-02,-2.692330299712826763e-03,-3.174688231738373445e-03,-2.567863926115770100e-03
1.216745190641757517e+03,5.289959414169122937e-03,3.018699985415428944e-01,6.568548519999887203e-01,8.136261364815237096e-01,1.332822310822981068e-02,-2.738849626077889850e-03,-3.232227789817988198e-03,-2.614191216067430091e-03
1.216751320970904999e+03,5.372297803964247442e-03,3.018530638773335717e-01,6.568348583602847679e-01,8.136099665114148172e-01,1.353493481279311253e-02,-2.786162777805912139e-03,-3.290806704418071903e-03,-2.661348299303675172e-03
1.216757451300052708e+03,5.455913129119087553e-03,3.018358367017527910e-01,6.568145023804700111e-01,8.135935048729977526e-01,1.374482806620885671e-02,-2.834283010888721289e-03,-3.350443585702172784e-03,-2.709349816383061198e-03
1.216763581629200189e+03,5.540825040728392971e-03,3.018183120259696484e-01,6.567937775170111792e-01,8.135767463441211378e-01,1.395795103960565525e-02,-2.883223802599785973e-03,-3.411157383915449509e-03,-2.758210668734608143e-03
1.216769711958347898e+03,5.627053499414683135e-03,3.018004847744790720e-01,6.567726771043927991e-01,8.135596856067383031e-01,1.417435263577553235e-02,-2.932998855400401582e-03,-3.472967396227823102e-03,-2.807946023709800582e-03
1.216775842287495379e+03,5.714618735623219759e-03,3.017823497961307222e-01,6.567511943705067745e-01,8.135423172590361407e-01,1.439408239476652578e-02,-2.983622068111373756e-03,-3.535893222841445839e-03,-2.858571280779748265e-03
1.216781972616643088e+03,5.803541326319172806e-03,3.017639018424764230e-01,6.567293224059158607e-01,8.135246357913324955e-01,1.461719067390621768e-02,-3.035107591770959488e-03,-3.599954854064996938e-03,-2.910102138008806988e-03
1.216788102945790570e+03,5.893842126830712430e-03,3.017451355867869500e-01,6.567070541905132286e-01,8.135066356070578264e-01,1.484372848613080449e-02,-3.087469780052260002e-03,-3.665172594327153425e-03,-2.962554533714983722e-03
1.216794233274938279e+03,5.985542319512732190e-03,3.017260456102587862e-01,6.566843825738574170e-01,8.134883110073545254e-01,1.507374761389805758e-02,-3.140723224748862962e-03,-3.731567117838342686e-03,-3.015944688840331133e-03
1.216800363604085760e+03,6.078663419434815647e-03,3.017066264002518650e-01,6.566613002724318582e-01,8.134696561889837030e-01,1.530730062123459786e-02,-3.194882759916751937e-03,-3.799159475970465601e-03,-3.070289112367699698e-03
1.216806493933233469e+03,6.173227231680133292e-03,3.016868723622371240e-01,6.566377998864404431e-01,8.134506652575329566e-01,1.554444075277897942e-02,-3.249963430826510995e-03,-3.867971049507975840e-03,-3.125604564673865101e-03
1.216812624262380950e+03,6.269255933744742604e-03,3.016667777963683017e-01,6.566138738662876673e-01,8.134313322011937908e-01,1.578522212584750409e-02,-3.305980553984769980e-03,-3.938023643241539591e-03,-3.181908129465057383e-03
1.216818754591528659e+03,6.366772002257438737e-03,3.016463369180751863e-01,6.565895145416673628e-01,8.134116509136054551e-01,1.602969955763549129e-02,-3.362949663761664616e-03,-4.009339403328020940e-03,-3.239217150556772309e-03
1.216824884920676141e+03,6.465798265246655400e-03,3.016255438431442726e-01,6.565647141001198506e-01,8.133916151771030112e-01,1.627792868668185428e-02,-3.420886550500541572e-03,-4.081940877740647573e-03,-3.297549277704608321e-03
1.216831015249823849e+03,6.566357908210609245e-03,3.016043925858244434e-01,6.565394645840560983e-01,8.133712186604521444e-01,1.652996598548749779e-02,-3.479807264897970872e-03,-4.155851024215150187e-03,-3.356922472401556706e-03
1.216837145578971331e+03,6.668474428213624038e-03,3.015828770717632334e-01,6.565137579090800646e-01,8.133504549332265521e-01,1.678586865266119485e-02,-3.539728084598104361e-03,-4.231093158336540067e-03,-3.417354968178374763e-03
1.216843275908119040e+03,6.772171722365315574e-03,3.015609911126709841e-01,6.564875858274473730e-01,8.133293174372918655e-01,1.704569481758156160e-02,-3.600665578611718289e-03,-4.307691056225988920e-03,-3.478865348378117842e-03
1.216849406237266521e+03,6.877474009067545066e-03,3.015387284286117908e-01,6.564609399597940431e-01,8.133077995116668735e-01,1.730950335589634057e-02,-3.662636549922403117e-03,-4.385668864720926492e-03,-3.541472477702289987e-03
1.216855536566414230e+03,6.984405884120632561e-03,3.015160826318739606e-01,6.564338117717656296e-01,8.132858943743107583e-01,1.757735401887269150e-02,-3.725658076363888484e-03,-4.465051166975340068e-03,-3.605195551737238203e-03
1.216861666895561711e+03,7.092992327193499945e-03,3.014930472249372495e-01,6.564061925707854739e-01,8.132635951196731661e-01,1.784930744656623713e-02,-3.789747515237925236e-03,-4.545862991000856369e-03,-3.670054103146335074e-03
1.216867797224709420e+03,7.203258652500214160e-03,3.014696156144714423e-01,6.563780735260389410e-01,8.132408947343396921e-01,1.812542505272398546e-02,-3.854922467409769953e-03,-4.628129753263367403e-03,-3.736067958698907621e-03
1.216873927553856902e+03,7.315230603753491469e-03,3.014457810839558105e-01,6.563494456286517176e-01,8.132177860660363411e-01,1.840576924257225286e-02,-3.921200846357469905e-03,-4.711877370065190897e-03,-3.803257323274324836e-03
1.216880057883004611e+03,7.428934269571680835e-03,3.014215368177929344e-01,6.563202997262881366e-01,8.131942618506737830e-01,1.869040321604733060e-02,-3.988600816522338589e-03,-4.797132159988742699e-03,-3.871642705805295945e-03
1.216886188212152092e+03,7.544396143670151385e-03,3.013968758838834749e-01,6.562906264976877679e-01,8.131703146925572945e-01,1.897939110534689264e-02,-4.057140837095525587e-03,-4.883920915025262086e-03,-3.941244972742606080e-03
1.216892318541299801e+03,7.661643131748708396e-03,3.013717912314465286e-01,6.562604164491595560e-01,8.131459370617407645e-01,1.927279798861729343e-02,-4.126839666870083662e-03,-4.972270909738374031e-03,-4.012085354654238573e-03
1.216898448870447282e+03,7.780702498520531731e-03,3.013462757061603492e-01,6.562296599363715011e-01,8.131211213110421943e-01,1.957068976727473902e-02,-4.197716325695387968e-03,-5.062209840025975668e-03,-4.084185399755338799e-03
1.216904579199594991e+03,7.901601969550099344e-03,3.013203220205907251e-01,6.561983471209708041e-01,8.130958596423728535e-01,1.987313339741178866e-02,-4.269790168384111212e-03,-5.153765943826479901e-03,-4.157567064542584852e-03
1.216910709528742473e+03,8.024369640436098197e-03,3.012939227802622355e-01,6.561664680082990309e-01,8.130701441361416482e-01,2.018019668020958751e-02,-4.343080818571991471e-03,-5.246967895239739929e-03,-4.232252633751725293e-03
1.216916839857890182e+03,8.149034041343003118e-03,3.012670704648461317e-01,6.561340124196614054e-01,8.130439667297640893e-01,2.049194840797878212e-02,-4.417608215550816730e-03,-5.341844881578450971e-03,-4.308264778008621086e-03
1.216922970187037663e+03,8.275624144321992379e-03,3.012397574258264821e-01,6.561009699885258506e-01,8.130173192148060224e-01,2.080845837831789627e-02,-4.493392619346825261e-03,-5.438426613178365399e-03,-4.385626560845096167e-03
1.216929100516185372e+03,8.404169306454021410e-03,3.012119759028660249e-01,6.560673301842713245e-01,8.129901932554812749e-01,2.112979726352693863e-02,-4.570454569392241526e-03,-5.536743256963932124e-03,-4.464361388493856900e-03
1.216935230845332853e+03,8.534699378996844082e-03,3.011837179918918639e-01,6.560330822649570459e-01,8.129625803520955651e-01,2.145603685607286662e-02,-4.648814963507879629e-03,-5.636825567130493431e-03,-4.544493107561720091e-03
1.216941361174480562e+03,8.667244609943152572e-03,3.011549756732646577e-01,6.559982153184162890e-01,8.129344718730008301e-01,2.178724984566125789e-02,-4.728494987039614725e-03,-5.738704770328150948e-03,-4.626045918605987788e-03
1.216947491503628044e+03,8.801835713155622271e-03,3.011257407914845752e-01,6.559627182320704186e-01,8.129058590312705501e-01,2.212350997401789018e-02,-4.809516162867633234e-03,-5.842412649043414452e-03,-4.709044438223471303e-03
1.216953621832775752e+03,8.938503876136044343e-03,3.010960050526962917e-01,6.559265796888148481e-01,8.128767328816204341e-01,2.246489204945329929e-02,-4.891900356698069760e-03,-5.947981552076369617e-03,-4.793513706489073087e-03
1.216959752161923234e+03,9.077280699034353043e-03,3.010657600423678470e-01,6.558897881928900109e-01,8.128470843405071200e-01,2.281147180806353952e-02,-4.975669732812472434e-03,-6.055444322532005548e-03,-4.879479132772810909e-03
1.216965882491070943e+03,9.218198311542026915e-03,3.010349971908742872e-01,6.558523320184828087e-01,8.128169041464636813e-01,2.316332617362393612e-02,-5.060846838328772641e-03,-6.164834439149702826e-03,-4.966966600864371022e-03
1.216972012820218424e+03,9.361289268409312206e-03,3.010037078039134451e-01,6.558141992544829213e-01,8.127861828948065304e-01,2.352053302083968386e-02,-5.147454527388423823e-03,-6.276185891909648665e-03,-5.056002375762848333e-03
1.216978143149366133e+03,9.506586623454004598e-03,3.009718830406308832e-01,6.557753777716436305e-01,8.127549110123363230e-01,2.388317133906973574e-02,-5.235516014460626227e-03,-6.389533272162631165e-03,-5.146613170456495676e-03
1.216984273478513614e+03,9.654123937791093610e-03,3.009395139109571904e-01,6.557358552181301592e-01,8.127230787540240531e-01,2.425132124721077198e-02,-5.325054879827710759e-03,-6.504911783789059203e-03,-5.238826153785374438e-03
1.216990403807661323e+03,9.803935214450869989e-03,3.009065912946913834e-01,6.556956190476925794e-01,8.126906762248348182e-01,2.462506384641048943e-02,-5.416095022278718911e-03,-6.622357165223613160e-03,-5.332668892032765839e-03
1.216996534136808805e+03,9.956055023465623655e-03,3.008731059044184586e-01,6.556546564637624197e-01,8.126576933367215538e-01,2.500448149466468623e-02,-5.508660748829522120e-03,-6.741905842116126257e-03,-5.428169461911870781e-03
1.217002664465956514e+03,1.011051838991626657e-02,3.008390483183260300e-01,6.556129544681743582e-01,8.126241198462978987e-01,2.538965755582522910e-02,-5.602776693746009708e-03,-6.863594792698197652e-03,-5.525356350157428591e-03
1.217008794795103995e+03,1.026736087309002704e-02,3.008044089566462853e-01,6.555704998254612281e-01,8.125899453274181283e-01,2.578067657240304400e-02,-5.698467875246405329e-03,-6.987461645085065592e-03,-5.624258525246146091e-03
1.217014925124251704e+03,1.042661857518019028e-02,3.007691780788195879e-01,6.555272790580436437e-01,8.125551591676144492e-01,2.617762428065958241e-02,-5.795759701153269279e-03,-7.113544689124426217e-03,-5.724905445679226781e-03
1.217021055453399185e+03,1.058832807124827913e-02,3.007333458040785112e-01,6.554832784768931386e-01,8.125197505917794993e-01,2.658058745459862537e-02,-5.894677918405807210e-03,-7.241882792049673945e-03,-5.827326997097518994e-03
1.217027185782546894e+03,1.075252654295783677e-02,3.006969020715287155e-01,6.554384841207668844e-01,8.124837086155726196e-01,2.698965419542218372e-02,-5.995248708390190154e-03,-7.372515563162105115e-03,-5.931553613534002248e-03
1.217033316111694376e+03,1.091925165870900709e-02,3.006598366755288687e-01,6.553928818092195074e-01,8.124470220862829439e-01,2.740491366595244199e-02,-6.097498600601360987e-03,-7.505483208277564759e-03,-6.037616169393500952e-03
1.217039446440842084e+03,1.108854165822303027e-02,3.006221392403435888e-01,6.553464571038042363e-01,8.124096796531355968e-01,2.782645627256832496e-02,-6.201454532825519290e-03,-7.640826634625503926e-03,-6.145546056357087394e-03
1.217045576769989566e+03,1.126043536171811993e-02,3.005837992171284667e-01,6.552991953028826089e-01,8.123716697634661976e-01,2.825437368036306379e-02,-6.307143856922658130e-03,-7.778587463386018794e-03,-6.255375192073459219e-03
1.217051707099137275e+03,1.143497209494418430e-02,3.005448059061145427e-01,6.552510814749831214e-01,8.123329806884043158e-01,2.868875864823431168e-02,-6.414594285044542682e-03,-7.918807938558442699e-03,-6.367135952547116166e-03
1.217057837428284756e+03,1.161219183201991391e-02,3.005051484136789242e-01,6.552021003927905873e-01,8.122936004724304881e-01,2.912970533320329361e-02,-6.523833990686840438e-03,-8.061531104350379284e-03,-6.480861302045361899e-03
1.217063967757432465e+03,1.179213506720512214e-02,3.004648156904539125e-01,6.551522365907943568e-01,8.122535169776721187e-01,2.957730901000949278e-02,-6.634891516816538749e-03,-8.206800648013145086e-03,-6.596584677055525314e-03
1.217070098086579947e+03,1.197484290518973510e-02,3.004237965040848501e-01,6.551014743231585724e-01,8.122127178517718482e-01,3.003166626213245663e-02,-6.747795839589340768e-03,-8.354661012757088126e-03,-6.714340068605132925e-03
1.217076228415727655e+03,1.216035707074739763e-02,3.003820794360317903e-01,6.550497975581301979e-01,8.121711905237865015e-01,3.049287499683933991e-02,-6.862576374215928650e-03,-8.505157410963890691e-03,-6.834162031342314557e-03
1.217082358744875137e+03,1.234871982856622537e-02,3.003396529054581654e-01,6.549971900143040093e-01,8.121289222320215995e-01,3.096103427126189328e-02,-6.979262917789376582e-03,-8.658335725852407336e-03,-6.956085610950074258e-03
1.217088489074022846e+03,1.253997413564323857e-02,3.002965051231141769e-01,6.549436350889723535e-01,8.120858999694673397e-01,3.143624461139715720e-02,-7.097885756120392818e-03,-8.814242702243782132e-03,-7.080146483072780397e-03
1.217094619403170327e+03,1.273416350423849618e-02,3.002526241323462131e-01,6.548891159207727020e-01,8.120421105317797705e-01,3.191860771676229003e-02,-7.218475566189805348e-03,-8.972925777091236496e-03,-7.206380828849789227e-03
1.217100749732318036e+03,1.293133209814291418e-02,3.002079977798525201e-01,6.548336153439762164e-01,8.119975404825411358e-01,3.240822666032752014e-02,-7.341063483421119210e-03,-9.134433200816534371e-03,-7.334825422865509648e-03
1.217106880061465517e+03,1.313152474280544595e-02,3.001626137122985205e-01,6.547771158824720050e-01,8.119521761488738276e-01,3.290520590323648548e-02,-7.465681107570789135e-03,-9.298814051169924932e-03,-7.465517642588968654e-03
1.217113010390613226e+03,1.333478683968094061e-02,3.001164594020152010e-01,6.547195997891699371e-01,8.119060036515789447e-01,3.340965111184612119e-02,-7.592360442091532040e-03,-9.466118127276518246e-03,-7.598495390574753344e-03
1.217119140719760708e+03,1.354116452862710353e-02,3.000695220975173050e-01,6.546610489682858081e-01,8.118590088461729026e-01,3.392166949099794521e-02,-7.721134006747986007e-03,-9.636396154414183027e-03,-7.733797242739788927e-03
1.217125271048908417e+03,1.375070454158353224e-02,3.000217888675904554e-01,6.546014450433784715e-01,8.118111773748153404e-01,3.444136947378281105e-02,-7.852034734296719706e-03,-9.809699601551228818e-03,-7.871462315089648026e-03
1.217131401378055898e+03,1.396345430508483081e-02,2.999732465699334050e-01,6.545407693077945899e-01,8.117624946287880228e-01,3.496886093005690394e-02,-7.985096041290648539e-03,-9.986080811484179809e-03,-8.011530357487726267e-03
1.217137531707203607e+03,1.417946195084999854e-02,2.999238818475890578e-01,6.544790027182060266e-01,8.117129457438108098e-01,3.550425518056960633e-02,-8.120351833918513715e-03,-1.016559301529911148e-02,-8.154041763411851856e-03
1.217143662036351088e+03,1.439877622436940528e-02,2.998736811565589355e-01,6.544161259373922901e-01,8.116625156326511270e-01,3.604766480505197657e-02,-8.257836443859986261e-03,-1.034829021839065236e-02,-8.299037486716035958e-03
1.217149792365498797e+03,1.462144665773245159e-02,2.998226307127808687e-01,6.543521192500231232e-01,8.116111889214672193e-01,3.659920398906886529e-02,-8.397584746599448535e-03,-1.053422741983798920e-02,-8.446559199540249960e-03
