r,m,c,b,f,dm,dc,db,df
1.756488694490220723e+02,9.893408118220035075e-01,3.498369005335992803e-03,1.392904500274528244e-02,8.436570788708402935e-02,3.320686614698838135e-02,-1.089021700711372345e-02,-4.333292572017101441e-02,-1.602259356658782552e-01
1.756549956134904846e+02,9.895423461831734935e-01,3.432274656803547663e-03,1.366592343753236620e-02,8.338924065272332320e-02,3.258962644545820853e-02,-1.068811665747823603e-02,-4.256999546805742551e-02,-1.585620323988803371e-01
1.756611217779588685e+02,9.897401332834395715e-01,3.367407297092586422e-03,1.340743897851381754e-02,8.242292758943521591e-02,3.198347223385224897e-02,-1.048963368224388459e-02,-4.181903155460416077e-02,-1.569109199951559674e-01
1.756672479424272808e+02,9.899342404654137839e-01,3.303744949807645680e-03,1.315351877395335746e-02,8.146669030864903127e-02,3.138821849113306028e-02,-1.029470816289032760e-02,-4.107988545604777247e-02,-1.552726076020737589e-01
1.756733741068956647e+02,9.901247339470319320e-01,3.241266002828911610e-03,1.290409087896658528e-02,8.052045037525211446e-02,3.080368277595808835e-02,-1.010328099930936536e-02,-4.035240941261471204e-02,-1.536471012955220872e-01
1.756795002713640770e+02,9.903116788372638979e-01,3.179949203325978940e-03,1.265908425075995547e-02,7.958412932614521151e-02,3.022968520929344982e-02,-9.915293904990116203e-03,-3.963645645864022349e-02,-1.520344041493950082e-01
1.756856264358324893e+02,9.904951391510202763e-01,3.119773653027179804e-03,1.241842874426514996e-02,7.865764868837926693e-02,2.966604845801907100e-02,-9.730689402489023712e-03,-3.893188045196812469e-02,-1.504345163027966670e-01
1.756917526003008732e+02,9.906751778226633443e-01,3.060718803937093144e-03,1.218205510871345210e-02,7.774092999699760975e-02,2.911259772103369503e-02,-9.549410819669031797e-03,-3.823853610332871023e-02,-1.488474350235243771e-01
1.756978787647692855e+02,9.908518567235622410e-01,3.002764452738587719e-03,1.194989498059919469e-02,7.683389481242468289e-02,2.856916070503262919e-02,-9.371402282624771707e-03,-3.755627900118463369e-02,-1.472731547821028997e-01
1.757040049292376693e+02,9.910252366780375466e-01,2.945890735711653545e-03,1.172188087766849740e-02,7.593646473733146884e-02,2.803556760314288715e-02,-9.196608709484412406e-03,-3.688496563632048114e-02,-1.457116673211616975e-01
1.757101310937060816e+02,9.911953774784927340e-01,2.890078123911637379e-03,1.149794619333210054e-02,7.504856143309956984e-02,2.751165107467805002e-02,-9.024975804540341651e-03,-3.622445342579296707e-02,-1.441629617224171878e-01
1.757162572581744655e+02,9.913623378997737934e-01,2.835307418593584726e-03,1.127802519149227224e-02,7.417010663593409658e-02,2.699724622599814633e-02,-8.856450052706823367e-03,-3.557460073637232212e-02,-1.426270244714484270e-01
1.757223834226428778e+02,9.915261757122122432e-01,2.781559747060930333e-03,1.106205300230605690e-02,7.330102217279324539e-02,2.649219059390188827e-02,-8.690978714764121399e-03,-3.493526690821683461e-02,-1.411038395190384320e-01
1.757285095871112617e+02,9.916869476984017107e-01,2.728816557297513053e-03,1.084996561448125542e-02,7.244122997656157747e-02,2.599632411925314676e-02,-8.528509819460286176e-03,-3.430631227368510089e-02,-1.395933883516401186e-01
1.757346357515796740e+02,9.918447096684551711e-01,2.677059613089292738e-03,1.064169986860169677e-02,7.159065210083888353e-02,2.550948912351245004e-02,-8.368992156513330519e-03,-3.368759817621585356e-02,-1.380956500575203916e-01
1.757407619160480579e+02,9.919995164744821459e-01,2.626270989394755354e-03,1.043719345089239026e-02,7.074921073439904839e-02,2.503153028648045370e-02,-8.212375269977310530e-03,-3.307898698877689142e-02,-1.366106013906130956e-01
1.757468880805164702e+02,9.921514220243320414e-01,2.576433067950976378e-03,1.023638488741186736e-02,6.991682821536414350e-02,2.456229462522553642e-02,-8.058609451965792481e-03,-3.248034213199324505e-02,-1.351382168322672606e-01
1.757530142449848540e+02,9.923004792940950392e-01,2.527528533279729209e-03,1.003921353916933414e-02,6.909342704529544688e-02,2.410163147553767704e-02,-7.907645737165786351e-03,-3.189152809272448319e-02,-1.336784686498508901e-01
1.757591404094532663e+02,9.924467403440504487e-01,2.479540367570462478e-03,9.845619593927266641e-03,6.827892990226909486e-02,2.364939246418987923e-02,-7.759435894386846125e-03,-3.131241043755117470e-02,-1.322313269631506527e-01
1.757652665739216786e+02,9.925902563331803208e-01,2.432451846025369957e-03,9.655544059027852330e-03,6.747325965369516121e-02,2.320543148410648265e-02,-7.613932419018322115e-03,-3.074285582660582841e-02,-1.307967598067959480e-01
1.757713927383900625e+02,9.927310775329452053e-01,2.386246532441543399e-03,9.468928754669106440e-03,6.667633936887480683e-02,2.276960467080258593e-02,-7.471088525874345666e-03,-3.018273202715719000e-02,-1.293747331905172604e-01
1.757775189028584748e+02,9.928692533403590259e-01,2.340908275017556089e-03,9.285716307615866222e-03,6.588809233133539889e-02,2.234177038005643462e-02,-7.330858142416299232e-03,-2.963190792703953441e-02,-1.279652111574190732e-01
1.757836450673268587e+02,9.930048322899029944e-01,2.296421202535845179e-03,9.105850145818080235e-03,6.510844205117392869e-02,2.192178916807222336e-02,-7.193195902759286914e-03,-2.909025354871226307e-02,-1.265681558394023687e-01
1.757897712317952710e+02,9.931378620686098779e-01,2.252769719510048715e-03,8.929274489872842877e-03,6.433731227616537596e-02,2.150952376302403893e-02,-7.058057138892995588e-03,-2.855764005808696451e-02,-1.251835275191507391e-01
1.757958973962636549e+02,9.932683895298053400e-01,2.209938501766786374e-03,8.755934345497084006e-03,6.357462700273193434e-02,2.110483903947186698e-02,-6.925397872805759761e-03,-2.803393977393366446e-02,-1.238112846884967394e-01
1.758020235607320672e+02,9.933964607061492869e-01,2.167912492252268165e-03,8.585775496454121219e-03,6.282031048671263274e-02,2.070760199407957469e-02,-6.795174809010373629e-03,-2.751902617720023564e-02,-1.224513841047592533e-01
1.758081497252004510e+02,9.935221208220144096e-01,2.126676897051738534e-03,8.418744497918486530e-03,6.207428725397224484e-02,2.031768172259063726e-02,-6.667345327459179433e-03,-2.701277392032251992e-02,-1.211037808452325726e-01
1.758142758896688633e+02,9.936454143047797061e-01,2.086217181760736256e-03,8.254788670725153252e-03,6.133648211109921089e-02,1.993494939923392065e-02,-6.541867477228075455e-03,-2.651505883731346616e-02,-1.197684283591136517e-01
1.758204020541372472e+02,9.937663847990405586e-01,2.046519066903942571e-03,8.093856092624213822e-03,6.060682015468541600e-02,1.955927824807638174e-02,-6.418699967593060295e-03,-2.602575794855284744e-02,-1.184452785248643197e-01
1.758265282186056595e+02,9.938850751795584859e-01,2.007568523761096065e-03,7.935895590526117691e-03,5.988522678057302956e-02,1.919054351718391116e-02,-6.297802159994609489e-03,-2.554474946635111599e-02,-1.171342817043075912e-01
1.758326543830740434e+02,9.940015275635563086e-01,1.969351770405268921e-03,7.780856733200874203e-03,5.917162769296116509e-02,1.882862245409275617e-02,-6.179134060410196132e-03,-2.507191280056553576e-02,-1.158353867948455213e-01
1.758387805475424557e+02,9.941157833223859264e-01,1.931855267942009409e-03,7.628689824414201966e-03,5.846594891340650690e-02,1.847339428254183430e-02,-6.062656312120341326e-03,-2.460712856433110857e-02,-1.145485412799707170e-01
1.758449067120108680e+02,9.942278830921847943e-01,1.895065717076986145e-03,7.479345896921564887e-03,5.776811678998660521e-02,1.812474018155720012e-02,-5.948330189222192539e-03,-2.415027858069143663e-02,-1.132736912775031690e-01
1.758510328764792519e+02,9.943378667872104781e-01,1.858970053808411006e-03,7.332776703630204500e-03,5.707805800489453713e-02,1.778254325703481839e-02,-5.836117587710251166e-03,-2.370124588392635151e-02,-1.120107815922319894e-01
1.758571590409476642e+02,9.944457736120028146e-01,1.823555445499742272e-03,7.188934709726245778e-03,5.639569958209574019e-02,1.744668851604483026e-02,-5.725981017421485908e-03,-2.325991472181270642e-02,-1.107597557656405801e-01
1.758632852054160480e+02,9.945516420729256790e-01,1.788809287152199733e-03,7.047773085251906461e-03,5.572096889489967092e-02,1.711706284243678586e-02,-5.617883594388521640e-03,-2.282617055805625031e-02,-1.095205561239105396e-01
1.758694113698844603e+02,9.946555099891247753e-01,1.754719197866125248e-03,6.909245698114811242e-03,5.505379367347568165e-02,1.679355497369203545e-02,-5.511789033584780367e-03,-2.239990007494356908e-02,-1.082931238243663719e-01
1.758755375343528442e+02,9.947574145025431802e-01,1.721273017608291288e-03,6.773307107925427388e-03,5.439410201259628486e-02,1.647605548003687123e-02,-5.407661642390735462e-03,-2.198099117698919594e-02,-1.070773988999232790e-01
1.758816636988212565e+02,9.948573920903929224e-01,1.688458803175890916e-03,6.639912557164355869e-03,5.374182237769162956e-02,1.616445673658627527e-02,-5.305466311796768093e-03,-2.156933298932834503e-02,-1.058733203070098550e-01
1.758877898632896404e+02,9.949554785765362119e-01,1.656264824514837438e-03,6.509017963284727780e-03,5.309688361105058957e-02,1.585865289810577117e-02,-5.205168508440798612e-03,-2.116481585716976921e-02,-1.046808259709132577e-01
1.758939160277580527e+02,9.950517091422865779e-01,1.624679561225409212e-03,6.380579911257561534e-03,5.245921493798668539e-02,1.555853987504982744e-02,-5.106734267048725073e-03,-2.076733134551956780e-02,-1.034998528295632964e-01
1.759000421922264366e+02,9.951461183366624441e-01,1.593691699244849901e-03,6.254555646541386585e-03,5.182874597299402808e-02,1.526401531082057644e-02,-5.010130183260540215e-03,-2.037677223921313327e-02,-1.023303368759063553e-01
1.759061683566948489e+02,9.952387400857670707e-01,1.563290127814218359e-03,6.130903068847724444e-03,5.120540672618714012e-02,1.497497856118597953e-02,-4.915323407147476412e-03,-1.999303254401417831e-02,-1.011722131985482859e-01
1.759122945211632327e+02,9.953296077044193613e-01,1.533463935708770983e-03,6.009580723396169832e-03,5.058912760795898633e-02,1.469133066723897138e-02,-4.822281634628869731e-03,-1.961600748255242638e-02,-1.000254160250394486e-01
1.759184206856316450e+02,9.954187539171515109e-01,1.504202404408124666e-03,5.890547781909707438e-03,4.997983942634813548e-02,1.441297430204557979e-02,-4.730973090349262222e-03,-1.924559347004113283e-02,-9.888987877624573486e-02
1.759245468501000573e+02,9.955062108162260337e-01,1.475495021830915392e-03,5.773764091128747583e-03,4.937747342940506518e-02,1.413981389202427844e-02,-4.641366567190530722e-03,-1.888168821973484901e-02,-9.776553403951764032e-02
1.759306730145684412e+02,9.955920099856784278e-01,1.447331441852542453e-03,5.659190042826645582e-03,4.878196122764667103e-02,1.387175527631808770e-02,-4.553431315995739269e-03,-1.852419050155242400e-02,-9.665231375176146222e-02
1.759367991790368535e+02,9.956761823588472504e-01,1.419701530854286086e-03,5.546786730297804599e-03,4.819323490916146285e-02,1.360870610797211208e-02,-4.467137175795396833e-03,-1.817300045898296787e-02,-9.555014904770055273e-02
1.759429253435052374e+02,9.957587583671183573e-01,1.392595319167655140e-03,5.436515791003302192e-03,4.761122694152993690e-02,1.335057544344432807e-02,-4.382454440842066881e-03,-1.782801931212416383e-02,-9.445897046868145797e-02
1.759490515079736497e+02,9.958397678673197584e-01,1.366003024806802845e-03,5.328339487841070136e-03,4.703587023628333363e-02,1.309727394855155630e-02,-4.299353927521812509e-03,-1.748914952524124877e-02,-9.337870789662099102e-02
1.759551776724420336e+02,9.959192401534179284e-01,1.339915049673809670e-03,5.222220700038061880e-03,4.646709815356620671e-02,1.284871387098373251e-02,-4.217806965611480691e-03,-1.715629480380976776e-02,-9.230929060056258795e-02
1.759613038369104459e+02,9.959972040413794803e-01,1.314321951848186230e-03,5.118122832332899774e-03,4.590484444256587998e-02,1.260480880414479796e-02,-4.137785321721334196e-03,-1.682935991705259912e-02,-9.125064734584774351e-02
1.759674300013788297e+02,9.960736877539394518e-01,1.289214483260191094e-03,5.016009945041599756e-03,4.534904334840867551e-02,1.236547401611540198e-02,-4.059261306233853152e-03,-1.650825097396786678e-02,-9.020270630343352192e-02
1.759735561658472420e+02,9.961487190533218072e-01,1.264583546339230046e-03,4.915846610002623691e-03,4.479962951147245520e-02,1.213062607841440543e-02,-3.982207652878295458e-03,-1.619287513862591524e-02,-8.916539520694702348e-02
1.759796823303156259e+02,9.962223251747198693e-01,1.240420215767862018e-03,4.817597986723766781e-03,4.425653803347610882e-02,1.190018305673796496e-02,-3.906597580772049744e-03,-1.588314079310553656e-02,-8.813864130852820666e-02
1.759858084947840382e+02,9.962945328371513032e-01,1.216715734955227260e-03,4.721229813474006436e-03,4.371970448085622796e-02,1.167406448458437052e-02,-3.832404785997581449e-03,-1.557895753236946540e-02,-8.712237142041633076e-02
1.759919346592524221e+02,9.963653683213555823e-01,1.193461490586028443e-03,4.626708321798639161e-03,4.318906482221768900e-02,1.145219114369656205e-02,-3.759603370329222833e-03,-1.528023598982739331e-02,-8.611651199742816065e-02
1.759980608237208344e+02,9.964348573642520801e-01,1.170649047141700434e-03,4.534000358281159784e-03,4.266455553749633200e-02,1.123448536844267286e-02,-3.688167940287669783e-03,-1.498688810485706256e-02,-8.512098908026034805e-02
1.760041869881892467e+02,9.965030252806962308e-01,1.148270107108455632e-03,4.443073249145021962e-03,4.214611351312266135e-02,1.102087070106026225e-02,-3.618073495159460171e-03,-1.469882684380520270e-02,-8.413572841118485690e-02
1.760103131526576306e+02,9.965698969025882370e-01,1.126316530899171666e-03,4.353894871437556310e-03,4.163367610911523214e-02,1.081127206796425252e-02,-3.549295484402823463e-03,-1.441596635749959818e-02,-8.316065540919488630e-02
1.760164393171260429e+02,9.966354965889259176e-01,1.104780333583588355e-03,4.266433644373989961e-03,4.112718116131495322e-02,1.060561575460104364e-02,-3.481809799589848532e-03,-1.413822197436825565e-02,-8.219569520687622366e-02
1.760225654815944267e+02,9.966998482972339035e-01,1.083653661538562171e-03,4.180658449079793608e-03,4.062656691663441011e-02,1.040382920180489383e-02,-3.415592708218197909e-03,-1.386551003020182124e-02,-8.124077270904335457e-02
1.760286916460628390e+02,9.967629754869807845e-01,1.062928824052251225e-03,4.096538742325474790e-03,4.013177214350887451e-02,1.020584128690732971e-02,-3.350620945280947602e-03,-1.359774812601053165e-02,-8.029581256589142513e-02
1.760348178105312229e+02,9.968249012311614088e-01,1.042598256838100316e-03,4.014044429580716083e-03,3.964273602410554181e-02,1.001158200429006981e-02,-3.286871609385702726e-03,-1.333485485646627305e-02,-7.936073925188413813e-02
1.760409439749996352e+02,9.968856481606060971e-01,1.022654540263432527e-03,3.933145931416848033e-03,3.915939822187152614e-02,9.820982628065536013e-03,-3.224322215771770628e-03,-1.307674996137793942e-02,-7.843547705778106116e-02
1.760470701394680191e+02,9.969452384732715444e-01,1.003090396323997159e-03,3.853814175144274629e-03,3.868169888276116325e-02,9.633975688235943413e-03,-3.162950688648150099e-03,-1.282335431741785103e-02,-7.751995012307798250e-02
1.760531963039364314e+02,9.970036939996739234e-01,9.838986672437201059e-04,3.776020519643968638e-03,3.820957856897602700e-02,9.450494782208430228e-03,-3.102735299864916012e-03,-1.257458977302265343e-02,-7.661408247350985634e-02
1.760593224684048153e+02,9.970610361145753053e-01,9.650723443845873406e-04,3.699736861382901983e-03,3.774297836984804450e-02,9.270474833975386048e-03,-3.043654753412992388e-03,-1.233037939571988116e-02,-7.571779802020106587e-02
1.760654486328732276e+02,9.971172858391500471e-01,9.466045348241052286e-04,3.624935515669105643e-03,3.728183979215461685e-02,9.093851798712972515e-03,-2.985688089262419301e-03,-1.209064720938791797e-02,-7.483102060605095751e-02
1.760715747973416114e+02,9.971724637900846178e-01,9.284884780215976654e-04,3.551589278469654415e-03,3.682610482764171744e-02,8.920562812647751111e-03,-2.928814732243549285e-03,-1.185531833924578261e-02,-7.395367401239522076e-02
1.760777009618100237e+02,9.972265901881510741e-01,9.107175430240934799e-04,3.479671418373026480e-03,3.637571595337116270e-02,8.750546170561764037e-03,-2.873014484799313231e-03,-1.162431900250646133e-02,-7.308568198731944798e-02
1.760838271262784360e+02,9.972796849180959322e-01,8.932852088708779061e-04,3.409155606345621366e-03,3.593061606456290219e-02,8.583741151669070299e-03,-2.818267470273774517e-03,-1.139757634914823764e-02,-7.222696826457698782e-02
1.760899532907468199e+02,9.973317674479427186e-01,8.761850910189945612e-04,3.340016014358382877e-03,3.549074858516752112e-02,8.420088258214731766e-03,-2.764554210762337500e-03,-1.117501869809773250e-02,-7.137745658518056258e-02
1.760960794552152322e+02,9.973828569224608698e-01,8.594109107537431600e-04,3.272227204554160884e-03,3.505605735721922106e-02,8.259528942802959323e-03,-2.711855538266180320e-03,-1.095657528436631487e-02,-7.053707071531638284e-02
1.761022056196836161e+02,9.974329721166751428e-01,8.429565104158721770e-04,3.205764186689348712e-03,3.462648670792130984e-02,8.102005746260396157e-03,-2.660152639691434635e-03,-1.074217639724798362e-02,-6.970573446557316866e-02
1.761083317841520284e+02,9.974821314437645192e-01,8.268158508254590819e-04,3.140602410444054329e-03,3.420198144923071448e-02,7.947462276500028358e-03,-2.609427050024269116e-03,-1.053175337017791049e-02,-6.888337171544232918e-02
1.761144579486204123e+02,9.975303530098313942e-01,8.109829933541028808e-04,3.076717699919538640e-03,3.378248681033863693e-02,7.795843047940090483e-03,-2.559660599984033003e-03,-1.032523842792490085e-02,-6.806990641602660153e-02
1.761205841130888246e+02,9.975776545402135209e-01,7.954521240631043941e-04,3.014086345222033274e-03,3.336794854729391996e-02,7.647093700854513953e-03,-2.510835487643009196e-03,-1.012256491123518336e-02,-6.726526263081142321e-02
1.761267102775572084e+02,9.976240534649293279e-01,7.802175257291530698e-04,2.952684999225947335e-03,3.295831283220732738e-02,7.501160750092444526e-03,-2.462934196482203728e-03,-9.923667034626505387e-03,-6.646936452885093827e-02
1.761328364420256207e+02,9.976695668762420866e-01,7.652735917477796997e-04,2.892490730854310396e-03,3.255352631954668702e-02,7.357991711734390532e-03,-2.415939536759754893e-03,-9.728480017609340488e-03,-6.568213641467765540e-02
1.761389626064940046e+02,9.977142115359247665e-01,7.506148237618421931e-04,2.833481017752242492e-03,3.215353614506676061e-02,7.217535083305981654e-03,-2.369834639109555992e-03,-9.536940073991336322e-03,-6.490350274930409280e-02
1.761450887709624169e+02,9.977580039253141075e-01,7.362358152719206258e-04,2.775633685326306561e-03,3.175828985839356661e-02,7.079740195914259807e-03,-2.324602906301947818e-03,-9.348984265883425807e-03,-6.413338813891908408e-02
1.761512149354308008e+02,9.978009601780594151e-01,7.221312736715681429e-04,2.718926991641074358e-03,3.136773553115673047e-02,6.944557415652664704e-03,-2.280228079045341482e-03,-9.164550716594914090e-03,-6.337171739187071051e-02
1.761573410998992131e+02,9.978430961581816749e-01,7.082959946830862845e-04,2.663339531441513437e-03,3.098182164674716244e-02,6.811937912374374515e-03,-2.236694160524932765e-03,-8.983578379625448140e-03,-6.261841549057173273e-02
1.761634672643676254e+02,9.978844274213586329e-01,6.947248750449600734e-04,2.608850285491124896e-03,3.060049716552471280e-02,6.681833775915617217e-03,-2.193985454386027795e-03,-8.806007162828387302e-03,-6.187340763037819935e-02
1.761695934288360093e+02,9.979249692215991230e-01,6.814129103316908347e-04,2.555438613617837251e-03,3.022371152319197271e-02,6.554197997632971347e-03,-2.152086558750750632e-03,-8.631777917367206704e-03,-6.113661923740385667e-02
1.761757195933044216e+02,9.979647365569564998e-01,6.683551799808016723e-04,2.503084198086015944e-03,2.985141456388313089e-02,6.428984334439567620e-03,-2.110982321829495308e-03,-8.460832298792084552e-03,-6.040797594522060582e-02
1.761818457577728054e+02,9.980037441081863747e-01,6.555468673970764890e-04,2.451767122165343909e-03,2.948355664634935008e-02,6.306147493525502377e-03,-2.070657902305413599e-03,-8.293112968132961005e-03,-5.968740366536732372e-02
1.761879719222412177e+02,9.980420063100117201e-01,6.429832366061493526e-04,2.401467781062650766e-03,2.912008853487171173e-02,6.185642919867376591e-03,-2.031098699940903259e-03,-8.128563372423656258e-03,-5.897482854112921780e-02
1.761940980867096016e+02,9.980795373158215522e-01,6.306596438261721652e-04,2.352166927537343525e-03,2.876096146313343940e-02,6.067426902764717911e-03,-1.992290390413628369e-03,-7.967127861812686382e-03,-5.827017699384226534e-02
1.762002242511780139e+02,9.981163510037956987e-01,6.185715354660455785e-04,2.303845665323472642e-03,2.840612713212711457e-02,5.951456558661683688e-03,-1.954218919741136738e-03,-7.808751678346458058e-03,-5.757337573782253526e-02
1.762063504156463978e+02,9.981524610186274238e-01,6.067144344552041855e-04,2.256485396618752078e-03,2.805553764408974873e-02,5.837689706282857792e-03,-1.916870463490078121e-03,-7.653380824257125653e-03,-5.688435174690904123e-02
1.762124765801148101e+02,9.981878807155998290e-01,5.950839585767182674e-04,2.210067894685037015e-03,2.770914560636336330e-02,5.726085035879394623e-03,-1.880231482130120119e-03,-7.500962251330785951e-03,-5.620303233608435478e-02
1.762186027445831940e+02,9.982226232256101728e-01,5.836757991590302633e-04,2.164575221332484638e-03,2.736690402397294955e-02,5.616601914191316977e-03,-1.844288657301408315e-03,-7.351443653122682713e-03,-5.552934509999408325e-02
1.762247289090516063e+02,9.982567014229966063e-01,5.724857316249275978e-04,2.119989769030242773e-03,2.702876636195985366e-02,5.509200482010424317e-03,-1.809028923731571554e-03,-7.204773575092510325e-03,-5.486321796529448208e-02
1.762308550735199901e+02,9.982901279311512388e-01,5.615096136556446032e-04,2.076294254703984262e-03,2.669468654290332865e-02,5.403841638237706982e-03,-1.774439464054576067e-03,-7.060901403361193908e-03,-5.420457920298691473e-02
1.762369812379884024e+02,9.983229151605823581e-01,5.507433727171995742e-04,2.033471671123105676e-03,2.636461888198912001e-02,5.300486925343068749e-03,-1.740507671371172493e-03,-6.919777240252656531e-03,-5.355335738646670868e-02
1.762431074024568147e+02,9.983550752579498644e-01,5.401830227706747381e-04,1.991505353888225333e-03,2.603851818823808839e-02,5.199098684291343295e-03,-1.707221199942170978e-03,-6.781352082121701839e-03,-5.290948148209998619e-02
1.762492335669251986e+02,9.983866201653677219e-01,5.298246448347176604e-04,1.950378905108093733e-03,2.571633965917508730e-02,5.099639875718346357e-03,-1.674567906722309284e-03,-6.645577623271870481e-03,-5.227288077506990482e-02
1.762553597313936109e+02,9.984175615910917401e-01,5.196643965980315191e-04,1.910076232219949351e-03,2.539803894146020966e-02,5.002074169198371043e-03,-1.642535880575929537e-03,-6.512406359250758579e-03,-5.164348492653678124e-02
1.762614858958619948e+02,9.984479110146601277e-01,5.096985107373055816e-04,1.870581542157997166e-03,2.508357212809660466e-02,4.906365928481847168e-03,-1.611113437473799329e-03,-6.381791575701995997e-03,-5.102122398365183109e-02
1.762676120603304071e+02,9.984776797215971778e-01,4.999232835413013228e-04,1.831879296419792373e-03,2.477289569487235027e-02,4.812480106533790526e-03,-1.580289086166920083e-03,-6.253687231122096249e-03,-5.040602833061087751e-02
1.762737382247987910e+02,9.985068787569895132e-01,4.903350901355502285e-04,1.793954272789132160e-03,2.446596659871120433e-02,4.720382387233285765e-03,-1.550051574570785904e-03,-6.128048123418900622e-03,-4.979782878627129344e-02
1.762798643892672033e+02,9.985355189795426245e-01,4.809303667601250555e-04,1.756791494847874434e-03,2.416274217478391745e-02,4.630039021576892039e-03,-1.520389836186254165e-03,-6.004829705421506521e-03,-4.919655651964671000e-02
1.762859905537355871e+02,9.985636110348852235e-01,4.717056195253320201e-04,1.720376267715174922e-03,2.386318019530907567e-02,4.541416909291547815e-03,-1.491293016820250577e-03,-5.883988181517987859e-03,-4.860214311078995403e-02
1.762921167182039994e+02,9.985911653602742577e-01,4.626574228719956654e-04,1.684694172579400025e-03,2.356723886651150221e-02,4.454483585192793929e-03,-1.462750470142574035e-03,-5.765480496702019703e-03,-4.801452055874403518e-02
1.762982428826723833e+02,9.986181922162221669e-01,4.537824092015827339e-04,1.649731025226597054e-03,2.327487676663302432e-02,4.369207123090548990e-03,-1.434751726245169640e-03,-5.649264226438438508e-03,-4.743362122694020494e-02
1.763043690471407956e+02,9.986447016442231428e-01,4.450772827421073364e-04,1.615472932837949422e-03,2.298605294121526185e-02,4.285556265293817557e-03,-1.407286534049927759e-03,-5.535297732291959497e-03,-4.685937794616486934e-02
1.763104952116091795e+02,9.986707035160079515e-01,4.365388033970377395e-04,1.581906228983680652e-03,2.270072680293734602e-02,4.203500272712141703e-03,-1.380344812254254887e-03,-5.423539988818414093e-03,-4.629172392177216544e-02
1.763166213760775918e+02,9.986962075092402635e-01,4.281637947177154230e-04,1.549017506483995341e-03,2.241885818848959530e-02,4.123008999417109889e-03,-1.353916673751472512e-03,-5.313950673764064082e-03,-4.573059279733183990e-02
1.763227475405460041e+02,9.987212231118182126e-01,4.199491424951092727e-04,1.516793612294442149e-03,2.214040735533901946e-02,4.044052880058809051e-03,-1.327992421528494029e-03,-5.206490157386592724e-03,-4.517591866075685442e-02
1.763288737050143880e+02,9.987457596506864599e-01,4.118917853110676979e-04,1.485221609283296452e-03,2.186533492146599048e-02,3.966602841964142132e-03,-1.302562519893725457e-03,-5.101119399268549091e-03,-4.462763598523707825e-02
1.763349998694828002e+02,9.987698262533550864e-01,4.039887271623353727e-04,1.454288828431565296e-03,2.159360195743748045e-02,3.890630423415566454e-03,-1.277617633221402168e-03,-4.997800093408940464e-03,-4.408567973607344093e-02
1.763411260339511841e+02,9.987934318927608190e-01,3.962370227472889915e-04,1.423982808963982676e-03,2.132516988919560749e-02,3.816107636581994155e-03,-1.253148581077997287e-03,-4.896494506204607244e-03,-4.354998527144264553e-02
1.763472521984195964e+02,9.988165853651486126e-01,3.886337847227978545e-04,1.394291328527050809e-03,2.106000055293420423e-02,3.743007035594075882e-03,-1.229146360525099329e-03,-4.797165560458005462e-03,-4.302048840797181167e-02
1.763533783628879803e+02,9.988392952940006175e-01,3.811761824172036814e-04,1.365202398416060382e-03,2.079805619172188716e-02,3.671301704955678546e-03,-1.205602142338373138e-03,-4.699776825035521799e-03,-4.249712542526554171e-02
1.763595045273563926e+02,9.988615701562754134e-01,3.738614332242122724e-04,1.336704228393513494e-03,2.053929939708648567e-02,3.600965179197674736e-03,-1.182507244698790703e-03,-4.604292418424295492e-03,-4.197983300342614243e-02
1.763656306918247765e+02,9.988834182473880219e-01,3.666868140926611954e-04,1.308785274607143475e-03,2.028369319777990551e-02,3.531971550837250447e-03,-1.159853168566960923e-03,-4.510677143718761981e-03,-4.146854833246359229e-02
1.763717568562931888e+02,9.989048477220564548e-01,3.596496481280180772e-04,1.281434184522989685e-03,2.003120096568911795e-02,3.464295345131675891e-03,-1.137631556665678672e-03,-4.418896337337730081e-03,-4.096320900822783551e-02
1.763778830207615727e+02,9.989258665741769239e-01,3.527473111959708368e-04,1.254639824607863214e-03,1.978178646866968204e-02,3.397911582195243391e-03,-1.115834213836318671e-03,-4.328915947107809734e-03,-4.046375309918277124e-02
1.763840091852299850e+02,9.989464826404105269e-01,3.459772307469983024e-04,1.228391275884752228e-03,1.953541386707015673e-02,3.332795766342641630e-03,-1.094453103559304800e-03,-4.240702522307006513e-03,-3.997011914953649964e-02
1.763901353496983688e+02,9.989667036240712505e-01,3.393368779805178018e-04,1.202677801591051218e-03,1.929204765725607562e-02,3.268923812699623278e-03,-1.073480323915341952e-03,-4.154223123727014168e-03,-3.948224611427141734e-02
1.763962615141667811e+02,9.989865370632642350e-01,3.328237782993494426e-04,1.177488891116428450e-03,1.905165275700436076e-02,3.206272145688162517e-03,-1.052908139863842699e-03,-4.069445449014399106e-03,-3.900007347001191449e-02
1.764023876786351934e+02,9.990059903680659215e-01,3.264354991125656500e-04,1.152814209414679660e-03,1.881419441466216508e-02,3.144817584658987294e-03,-1.032728945776398071e-03,-3.986337691720642958e-03,-3.852354110753827138e-02
1.764085138431035773e+02,9.990250708022161419e-01,3.201696558430228786e-04,1.128643622369341097e-03,1.857963825991195556e-02,3.084537400541652406e-03,-1.012935284006189623e-03,-3.904868613742129308e-03,-3.805258939913286342e-02
