r,m,c,b,f,T,V
171.2381142,0.772086907845,0.0737608572437,0.225176018106,0.445337413254,0.269369552162,0.26596754535
171.2401271,0.773120014048,0.0734309101038,0.224347300865,0.444415163616,0.268635933955,0.265249443824
171.24214,0.774150057335,0.073101903631,0.223520018277,0.443492805412,0.267899803052,0.264528797342
171.2441529,0.775177033343,0.0727738395466,0.222694178636,0.442570347405,0.267161208736,0.263805653572
171.2461658,0.776200937833,0.0724467195321,0.221869790165,0.441647798356,0.266420193829,0.263080060021
171.2481786,0.777221766689,0.0721205452298,0.221046861015,0.440725167023,0.265676804864,0.26235206403
171.2501915,0.778239515913,0.0717953182421,0.220225399268,0.439802462161,0.264931090902,0.261621712774
171.2522044,0.779254181632,0.0714710401323,0.219405412936,0.438879692522,0.264183100837,0.260889053253
171.2542173,0.780265760093,0.0711477124246,0.218586909957,0.437956866852,0.263432883388,0.260154132291
171.2562302,0.78127424766,0.0708253366037,0.2177698982,0.437033993896,0.262680487094,0.25941699653
171.2582431,0.782279640822,0.0705039141157,0.216954385462,0.436111082393,0.261925955474,0.258677692428
171.2602559,0.783281936184,0.0701834463675,0.216140379469,0.435188141078,0.261169331844,0.257936266252
171.2622688,0.784281130472,0.0698639347273,0.215327887875,0.43426517868,0.260410664154,0.257192764077
171.2642817,0.785277220529,0.0695453805248,0.214516918263,0.433342203925,0.259650000156,0.256447231782
171.2662946,0.786270203319,0.069227785051,0.213707478144,0.432419225531,0.258887387401,0.255699715046
171.2683075,0.78726007592,0.0689111495584,0.212899574957,0.431496252213,0.258122873236,0.254950259341
171.2703204,0.78824683553,0.0685954752614,0.212093216069,0.430573292678,0.257356502069,0.254198909934
171.2723332,0.789230479465,0.0682807633362,0.211288408776,0.429650355628,0.25658831415,0.25344571188
171.2743461,0.790211005153,0.067967014921,0.210485160301,0.428727449757,0.25581835587,0.252690710021
171.276359,0.791188410144,0.067654231116,0.209683477795,0.427804583754,0.255046673705,0.251933948978
171.2783719,0.792162692098,0.0673424129837,0.208883368337,0.4268817663,0.254273313907,0.251175473155
171.2803848,0.793133848793,0.0670315615491,0.208084838935,0.425959006069,0.253498322498,0.25041532673
171.2823976,0.794101878121,0.0667216777995,0.207287896522,0.425036311727,0.252721744055,0.249653553652
171.2844105,0.795066778087,0.0664127626852,0.206492547962,0.424113691932,0.251943616857,0.248890197643
171.2864234,0.796028546811,0.066104817119,0.205698800044,0.423191155335,0.251163985009,0.248125302189
171.2884363,0.796987182525,0.065797841977,0.204906659486,0.422268710577,0.25038289359,0.247358910544
171.2904492,0.797942683574,0.065491838098,0.204116132933,0.421346366292,0.249600387433,0.246591065718
171.2924621,0.798895048414,0.0651868062845,0.203327226959,0.420424131104,0.248816511126,0.245821810483
171.2944749,0.799844275613,0.0648827473022,0.202539948063,0.419502013628,0.248031308698,0.245051187366
171.2964878,0.800790363851,0.0645796618805,0.201754302674,0.418580022469,0.247244817575,0.244279238648
171.2985007,0.801733311916,0.0642775507125,0.200970297147,0.417658166223,0.246457078869,0.24350600636
171.3005136,0.802673118708,0.0639764144551,0.200187937765,0.416736453477,0.245668136158,0.242731532281
171.3025265,0.803609783234,0.0636762537296,0.19940723074,0.415814892805,0.24487803276,0.241955857938
171.3045394,0.804543304612,0.0633770691211,0.19862818221,0.414893492772,0.244086811725,0.241179024599
171.3065522,0.805473682065,0.0630788611795,0.19785079824,0.413972261934,0.243294515836,0.240401073278
171.3085651,0.806400914928,0.0627816304191,0.197075084825,0.413051208833,0.242501182789,0.239622044723
171.310578,0.807325002638,0.062485377319,0.196301047886,0.412130342001,0.241706850025,0.238841979424
171.3125909,0.808245944743,0.0621901023232,0.195528693271,0.411209669958,0.240911559536,0.238060917605
171.3146038,0.809163740892,0.0618958058409,0.194758026758,0.410289201213,0.240115353036,0.237278899224
171.3166167,0.810078390843,0.0616024882463,0.193989054051,0.409368944262,0.239318271963,0.236495963969
171.3186295,0.810989894456,0.0613101498793,0.193221780783,0.408448907589,0.23852035747,0.235712151261
171.3206424,0.811898251698,0.0610187910455,0.192456212514,0.407529099665,0.237721647736,0.234927500247
171.3226553,0.812803462636,0.0607284120161,0.191692354731,0.40660952895,0.236922176788,0.234142049801
171.3246682,0.813705527441,0.0604390130285,0.190930212853,0.405690203889,0.236121984661,0.233355838524
171.3266811,0.814604446387,0.0601505942862,0.190169792222,0.404771132913,0.235321111402,0.232568904739
171.3286939,0.81550021985,0.0598631559589,0.189411098112,0.403852324441,0.234519596765,0.23178128649
171.3307068,0.816392848304,0.0595766981832,0.188654135723,0.402933786879,0.233717480213,0.230993021545
171.3327197,0.817282332325,0.0592912210623,0.187898910185,0.402015528615,0.232914799727,0.23020414739
171.3347326,0.81816867259,0.0590067246663,0.187145426555,0.401097558027,0.232111587088,0.229414701228
171.3367455,0.819051869872,0.0587232090325,0.186393689819,0.400179883476,0.231307879729,0.228624719982
171.3387584,0.819931925046,0.0584406741654,0.185643704893,0.399262513308,0.230503715976,0.227834240289
171.3407712,0.82080883908,0.0581591200373,0.184895476619,0.398345455856,0.22969913385,0.227043298501
171.3427841,0.821682613045,0.0578785465879,0.18414900977,0.397428719434,0.228894171075,0.226251930685
171.344797,0.822553248103,0.0575989537251,0.183404309047,0.396512312345,0.228088864776,0.225460172622
171.3468099,0.823420745514,0.0573203413249,0.182661379081,0.395596242871,0.227283245639,0.224668059802
171.3488228,0.824285106634,0.0570427092313,0.181920224432,0.394680519283,0.226477347888,0.223875627429
171.3508357,0.825146332912,0.0567660572572,0.181180849587,0.393765149832,0.225671208085,0.223082910419
171.3528485,0.826004425891,0.0564903851841,0.180443258966,0.392850142753,0.224864862487,0.222289943394
171.3548614,0.826859387208,0.0562156927624,0.179707456916,0.391935506267,0.22405834704,0.221496760689
171.3568743,0.827711218591,0.0559419797117,0.178973447716,0.391021248574,0.223251697385,0.220703396347
171.3588872,0.828559921862,0.0556692457208,0.178241235571,0.390107377859,0.222444944234,0.219909884118
171.3609001,0.829405498932,0.0553974904481,0.177510824621,0.389193902289,0.221638118036,0.219116257461
171.362913,0.830247951803,0.0551267135221,0.176782218933,0.388280830013,0.220831253564,0.218322549543
171.3649258,0.831087282568,0.0548569145407,0.176055422505,0.387368169163,0.220024385282,0.217528793238
171.3669387,0.831923493406,0.0545880930724,0.175330439265,0.386455927851,0.219217547344,0.216735021125
171.3689516,0.832756586588,0.0543202486559,0.174607273073,0.385544114172,0.218410773589,0.215941265492
171.3709645,0.833586564471,0.0540533808006,0.173885927718,0.384632736202,0.217604094989,0.215147558333
171.3729774,0.834413429498,0.0537874889866,0.173166406923,0.383721801997,0.216797538541,0.214353931347
171.3749902,0.835237184201,0.0535225726652,0.172448714338,0.382811319596,0.215991136934,0.213560415941
171.3770031,0.836057831195,0.0532586312589,0.171732853547,0.381901297016,0.21518492283,0.212767043227
171.379016,0.836875373181,0.0529956641614,0.171018828066,0.380991742257,0.214378928578,0.211973844024
171.3810289,0.837689812945,0.0527336707384,0.170306641342,0.380082663297,0.213573186212,0.211180848857
171.3830418,0.838501153356,0.0524726503273,0.169596296752,0.379174068096,0.212767726336,0.210388087957
171.3850547,0.839309397365,0.0522126022378,0.168887797608,0.378265964591,0.211962573675,0.209595591262
