x,m,c,b,f,V,T
-11.328,1,2.09980748349e-17,1.44595803821e-19,3.73362817514e-11,0,3.85691287663e-21
-11.316,1,2.18332714721e-17,1.5160258327e-19,3.84019888813e-11,0,4.03190478486e-21
-11.304,1,2.26999119331e-17,1.58941853356e-19,3.94916751935e-11,0,4.21592619123e-21
-11.292,1,2.35992443502e-17,1.66629687345e-19,4.06060211195e-11,0,4.40943679876e-21
-11.28,1,2.45325637368e-17,1.7468291794e-19,4.17457224245e-11,0,4.61292000125e-21
-11.268,1,2.5501213989e-17,1.83119176242e-19,4.29114906885e-11,0,4.82688410003e-21
-11.256,1,2.65065903485e-17,1.91956939097e-19,4.41040539166e-11,0,5.05186361133e-21
-11.244,1,2.75501409485e-17,2.01215561999e-19,4.53241568421e-11,0,5.28842056924e-21
-11.232,1,2.86333687068e-17,2.10915318147e-19,4.65725613322e-11,0,5.53714591559e-21
-11.22,1,2.97578334392e-17,2.21077441742e-19,4.7850046853e-11,0,5.79866097224e-21
-11.208,1,3.09251542719e-17,2.31724177128e-19,4.91574110089e-11,0,6.07361900461e-21
